Titulo,Autor(es),DOI,URL,Journal,NCBIID,Citation,PMCID,Año de Publicación
Changes of intravaginal microbiota and inflammation after self-replacement ring pessary therapy compared to continuous ring pessary usage for pelvic organ prolapse.,"Yoshimura K, Morotomi N, Fukuda K, Kubo T, Taniguchi H",10.1111/jog.14242,https://ncbi.nlm.nih.gov/pubmed/32189434,J Obstet Gynaecol Res,32189434,"Yoshimura K, et al. Changes of intravaginal microbiota and inflammation after self-replacement ring pessary therapy compared to continuous ring pessary usage for pelvic organ prolapse. Changes of intravaginal microbiota and inflammation after self-replacement ring pessary therapy compared to continuous ring pessary usage for pelvic organ prolapse. 2020; 46:931-938. doi: 10.1111/jog.14242",N/A,2020
Dysbiosis Disconnect Between Research and Clinical Practice.,Wright ML,10.1089/jwh.2020.8394,https://ncbi.nlm.nih.gov/pubmed/32186965,J Womens Health (Larchmt),32186965,Wright ML. Dysbiosis Disconnect Between Research and Clinical Practice. Dysbiosis Disconnect Between Research and Clinical Practice. 2020; 29:283-284. doi: 10.1089/jwh.2020.8394,N/A,2020
Protease inhibitor effects on prevalence of bacterial vaginosis and human papillomavirus-related lesions.,"Marques MPC, Pinto AC, Soares LC, Macedo JMB, Dos Santos DF, de Oliveira MAP",10.1111/jog.14245,https://ncbi.nlm.nih.gov/pubmed/32185840,J Obstet Gynaecol Res,32185840,"Marques MPC, et al. Protease inhibitor effects on prevalence of bacterial vaginosis and human papillomavirus-related lesions. Protease inhibitor effects on prevalence of bacterial vaginosis and human papillomavirus-related lesions. 2020; 46:899-906. doi: 10.1111/jog.14245",N/A,2020
Commentary: The Vaginal and Urinary Microbiomes in Premenopausal Women With Interstitial Cystitis/Bladder Pain Syndrome as Compared to Unaffected Controls: A Pilot Cross-Sectional Study.,Grzybowska ME,10.3389/fcimb.2020.00064,https://ncbi.nlm.nih.gov/pubmed/32158703,Front Cell Infect Microbiol,32158703,Grzybowska ME. Commentary: The Vaginal and Urinary Microbiomes in Premenopausal Women With Interstitial Cystitis/Bladder Pain Syndrome as Compared to Unaffected Controls: A Pilot Cross-Sectional Study. Commentary: The Vaginal and Urinary Microbiomes in Premenopausal Women With Interstitial Cystitis/Bladder Pain Syndrome as Compared to Unaffected Controls: A Pilot Cross-Sectional Study. 2020; 10:64. doi: 10.3389/fcimb.2020.00064,N/A,2020
Authors' reply re: The vaginal metabolome and microbiota of cervical HPV-positive and HPV-negative women: a cross-sectional analysis.,"Borgogna JC, Shardell MD, Santori EK, Nelson TM, Rath JM, Glover ED, Ravel J, Gravitt P, Yeoman CJ, Brotman RM",10.1111/1471-0528.16148,https://ncbi.nlm.nih.gov/pubmed/32154972,BJOG,32154972,"Borgogna JC, et al. Authors' reply re: The vaginal metabolome and microbiota of cervical HPV-positive and HPV-negative women: a cross-sectional analysis. Authors' reply re: The vaginal metabolome and microbiota of cervical HPV-positive and HPV-negative women: a cross-sectional analysis. 2020; 127:773-774. doi: 10.1111/1471-0528.16148",N/A,2020
Authors' reply re: 'Vaginal seeding' after a caesarean section provides benefits to newborn children: AGAINST: Vaginal microbiome transfer - a medical procedure with clear risks and uncertain benefits.,"Limaye MA, Ratner AJ",10.1111/1471-0528.16174,https://ncbi.nlm.nih.gov/pubmed/32150323,BJOG,32150323,Limaye MA and Ratner AJ. Authors' reply re: 'Vaginal seeding' after a caesarean section provides benefits to newborn children: AGAINST: Vaginal microbiome transfer - a medical procedure with clear risks and uncertain benefits. Authors' reply re: 'Vaginal seeding' after a caesarean section provides benefits to newborn children: AGAINST: Vaginal microbiome transfer - a medical procedure with clear risks and uncertain benefits. 2020; 127:906-907. doi: 10.1111/1471-0528.16174,N/A,2020
"Phenolic composition and biological activities of geographically different type of propolis and black cottonwood resins against oral streptococci, vaginal microbiota and phytopathogenic Fusarium species.","Ristivojević P, Stević T, Starović M, Pavlović S, Özcan MM, Berić T, Dimkić I",10.1111/jam.14633,https://ncbi.nlm.nih.gov/pubmed/32145138,J Appl Microbiol,32145138,"Ristivojević P, et al. Phenolic composition and biological activities of geographically different type of propolis and black cottonwood resins against oral streptococci, vaginal microbiota and phytopathogenic Fusarium species. Phenolic composition and biological activities of geographically different type of propolis and black cottonwood resins against oral streptococci, vaginal microbiota and phytopathogenic Fusarium species. 2020; 129:296-310. doi: 10.1111/jam.14633",N/A,2020
Characteristics of the vaginal microbiome in women with and without clinically confirmed vulvodynia.,"Bedford L, Parker SE, Davis E, Salzman E, Hillier SL, Foxman B, Harlow BL",10.1016/j.ajog.2020.02.039,https://ncbi.nlm.nih.gov/pubmed/32135142,Am J Obstet Gynecol,32135142,"Bedford L, et al. Characteristics of the vaginal microbiome in women with and without clinically confirmed vulvodynia. Characteristics of the vaginal microbiome in women with and without clinically confirmed vulvodynia. 2020; 223:406.e1-406.e16. doi: 10.1016/j.ajog.2020.02.039",N/A,2020
Re: 'Vaginal seeding' after a caesarean section provides benefits to newborn children: AGAINST: Vaginal microbiome transfer - a medical procedure with clear risks and uncertain benefits.,Jenmalm MC,10.1111/1471-0528.16176,https://ncbi.nlm.nih.gov/pubmed/32133767,BJOG,32133767,Jenmalm MC. Re: 'Vaginal seeding' after a caesarean section provides benefits to newborn children: AGAINST: Vaginal microbiome transfer - a medical procedure with clear risks and uncertain benefits. Re: 'Vaginal seeding' after a caesarean section provides benefits to newborn children: AGAINST: Vaginal microbiome transfer - a medical procedure with clear risks and uncertain benefits. 2020; 127:906. doi: 10.1111/1471-0528.16176,N/A,2020
The Vaginal Microbiome in U.S. Black Women: A Systematic Review.,"Wells JS, Chandler R, Dunn A, Brewster G",10.1089/jwh.2019.7717,https://ncbi.nlm.nih.gov/pubmed/32109181,J Womens Health (Larchmt),32109181,"Wells JS, et al. The Vaginal Microbiome in U.S. Black Women: A Systematic Review. The Vaginal Microbiome in U.S. Black Women: A Systematic Review. 2020; 29:362-375. doi: 10.1089/jwh.2019.7717",N/A,2020
A comprehensive non-redundant gene catalog reveals extensive within-community intraspecies diversity in the human vagina.,"Ma B, France MT, Crabtree J, Holm JB, Humphrys MS, Brotman RM, Ravel J",10.1038/s41467-020-14677-3,https://ncbi.nlm.nih.gov/pubmed/32103005,Nat Commun,32103005,"Ma B, et al. A comprehensive non-redundant gene catalog reveals extensive within-community intraspecies diversity in the human vagina. A comprehensive non-redundant gene catalog reveals extensive within-community intraspecies diversity in the human vagina. 2020; 11:940. doi: 10.1038/s41467-020-14677-3",N/A,2020
Impact of preconception vaginal microbiota on women's risk of spontaneous preterm birth: protocol for a prospective case-cohort study.,"Lokken EM, Mandaliya K, Srinivasan S, Richardson BA, Kinuthia J, Lannon S, Jaoko W, Alumera H, Kemoli A, Fay E, John-Stewart G, Fredricks DN, McClelland RS",10.1136/bmjopen-2019-035186,https://ncbi.nlm.nih.gov/pubmed/32102825,BMJ Open,32102825,"Lokken EM, et al. Impact of preconception vaginal microbiota on women's risk of spontaneous preterm birth: protocol for a prospective case-cohort study. Impact of preconception vaginal microbiota on women's risk of spontaneous preterm birth: protocol for a prospective case-cohort study. 2020; 10:e035186. doi: 10.1136/bmjopen-2019-035186",N/A,2020
Re: The vaginal metabolome and microbiota of cervical HPV-positive and HPV-negative women: a cross-sectional analysis.,"Zhang Q, Chen R, Zhang L, Liao Q",10.1111/1471-0528.16146,https://ncbi.nlm.nih.gov/pubmed/32096315,BJOG,32096315,"Zhang Q, et al. Re: The vaginal metabolome and microbiota of cervical HPV-positive and HPV-negative women: a cross-sectional analysis. Re: The vaginal metabolome and microbiota of cervical HPV-positive and HPV-negative women: a cross-sectional analysis. 2020; 127:773. doi: 10.1111/1471-0528.16146",N/A,2020
Perinatal Antibiotic Exposure Affects the Transmission between Maternal and Neonatal Microbiota and Is Associated with Early-Onset Sepsis.,"Zhou P, Zhou Y, Liu B, Jin Z, Zhuang X, Dai W, Yang Z, Feng X, Zhou Q, Liu Y, Xu X, Zhang L",10.1128/mSphere.00984-19,https://ncbi.nlm.nih.gov/pubmed/32075882,mSphere,32075882,"Zhou P, et al. Perinatal Antibiotic Exposure Affects the Transmission between Maternal and Neonatal Microbiota and Is Associated with Early-Onset Sepsis. Perinatal Antibiotic Exposure Affects the Transmission between Maternal and Neonatal Microbiota and Is Associated with Early-Onset Sepsis. 2020; 5:(unknown pages). doi: 10.1128/mSphere.00984-19",N/A,2020
"Reintroducing B. infantis to the cesarean-born neonate: an ecologically sound alternative to ""vaginal seeding"".","Duar RM, Kyle D, Tribe RM",10.1093/femsle/fnaa032,https://ncbi.nlm.nih.gov/pubmed/32068827,FEMS Microbiol Lett,32068827,"Duar RM, et al. Reintroducing B. infantis to the cesarean-born neonate: an ecologically sound alternative to ""vaginal seeding"". Reintroducing B. infantis to the cesarean-born neonate: an ecologically sound alternative to ""vaginal seeding"". 2020; 367:(unknown pages). doi: 10.1093/femsle/fnaa032",N/A,2020
"Intravaginal administration of gelatine capsules containing freeze-dried autochthonous lactobacilli: a double-blind, randomised clinical trial of safety.","De Gregorio PR, Maldonado NC, Pingitore EV, Terraf MCL, Tomás MSJ, de Ruiz CS, Santos V, Wiese B, Bru E, Paiz MC, Reina MF, Schujman DE, Nader-Macías MEF",10.3920/BM2019.0081,https://ncbi.nlm.nih.gov/pubmed/32066254,Benef Microbes,32066254,"De Gregorio PR, et al. Intravaginal administration of gelatine capsules containing freeze-dried autochthonous lactobacilli: a double-blind, randomised clinical trial of safety. Intravaginal administration of gelatine capsules containing freeze-dried autochthonous lactobacilli: a double-blind, randomised clinical trial of safety. 2020; 11:5-17. doi: 10.3920/BM2019.0081",N/A,2020
The Vaginal Microbiome as a Tool to Predict rASRM Stage of Disease in Endometriosis: a Pilot Study.,"Perrotta AR, Borrelli GM, Martins CO, Kallas EG, Sanabani SS, Griffith LG, Alm EJ, Abrao MS",10.1007/s43032-019-00113-5,https://ncbi.nlm.nih.gov/pubmed/32046455,Reprod Sci,32046455,"Perrotta AR, et al. The Vaginal Microbiome as a Tool to Predict rASRM Stage of Disease in Endometriosis: a Pilot Study. The Vaginal Microbiome as a Tool to Predict rASRM Stage of Disease in Endometriosis: a Pilot Study. 2020; 27:1064-1073. doi: 10.1007/s43032-019-00113-5",N/A,2020
Vaginal Microbiota and Mucosal Immune Markers in Women With Vulvovaginal Discomfort.,"Mitchell CM, Watson L, Mitchell AJ, Hyrien O, Bergerat A, Valint DJ, Pascale A, Hoffman N, Srinivasan S, Fredricks DN",10.1097/OLQ.0000000000001143,https://ncbi.nlm.nih.gov/pubmed/32044865,Sex Transm Dis,32044865,"Mitchell CM, et al. Vaginal Microbiota and Mucosal Immune Markers in Women With Vulvovaginal Discomfort. Vaginal Microbiota and Mucosal Immune Markers in Women With Vulvovaginal Discomfort. 2020; 47:269-274. doi: 10.1097/OLQ.0000000000001143",N/A,2020
"Bacterial vaginosis-associated vaginal microbiota is an age-independent risk factor for Chlamydia trachomatis, Mycoplasma genitalium and Trichomonas vaginalis infections in low-risk women, St. Petersburg, Russia.","Shipitsyna E, Khusnutdinova T, Budilovskaya O, Krysanova A, Shalepo K, Savicheva A, Unemo M",10.1007/s10096-020-03831-w,https://ncbi.nlm.nih.gov/pubmed/32036466,Eur J Clin Microbiol Infect Dis,32036466,"Shipitsyna E, et al. Bacterial vaginosis-associated vaginal microbiota is an age-independent risk factor for Chlamydia trachomatis, Mycoplasma genitalium and Trichomonas vaginalis infections in low-risk women, St. Petersburg, Russia. Bacterial vaginosis-associated vaginal microbiota is an age-independent risk factor for Chlamydia trachomatis, Mycoplasma genitalium and Trichomonas vaginalis infections in low-risk women, St. Petersburg, Russia. 2020; 39:1221-1230. doi: 10.1007/s10096-020-03831-w",N/A,2020
"Effect of Oral Probiotic Lactobacillus rhamnosus GR-1 and Lactobacillus reuteri RC-14 on the Vaginal Microbiota, Cytokines and Chemokines in Pregnant Women.","Yang S, Reid G, Challis JRG, Gloor GB, Asztalos E, Money D, Seney S, Bocking AD",10.3390/nu12020368,https://ncbi.nlm.nih.gov/pubmed/32019222,Nutrients,32019222,"Yang S, et al. Effect of Oral Probiotic Lactobacillus rhamnosus GR-1 and Lactobacillus reuteri RC-14 on the Vaginal Microbiota, Cytokines and Chemokines in Pregnant Women. Effect of Oral Probiotic Lactobacillus rhamnosus GR-1 and Lactobacillus reuteri RC-14 on the Vaginal Microbiota, Cytokines and Chemokines in Pregnant Women. 2020; 12:(unknown pages). doi: 10.3390/nu12020368",N/A,2020
Distinct Immune Responses Elicited From Cervicovaginal Epithelial Cells by Lactic Acid and Short Chain Fatty Acids Associated With Optimal and Non-optimal Vaginal Microbiota.,"Delgado-Diaz DJ, Tyssen D, Hayward JA, Gugasyan R, Hearps AC, Tachedjian G",10.3389/fcimb.2019.00446,https://ncbi.nlm.nih.gov/pubmed/31998660,Front Cell Infect Microbiol,31998660,"Delgado-Diaz DJ, et al. Distinct Immune Responses Elicited From Cervicovaginal Epithelial Cells by Lactic Acid and Short Chain Fatty Acids Associated With Optimal and Non-optimal Vaginal Microbiota. Distinct Immune Responses Elicited From Cervicovaginal Epithelial Cells by Lactic Acid and Short Chain Fatty Acids Associated With Optimal and Non-optimal Vaginal Microbiota. 2019; 9:446. doi: 10.3389/fcimb.2019.00446",N/A,2019
The cervicovaginal mucus barrier to HIV-1 is diminished in bacterial vaginosis.,"Hoang T, Toler E, DeLong K, Mafunda NA, Bloom SM, Zierden HC, Moench TR, Coleman JS, Hanes J, Kwon DS, Lai SK, Cone RA, Ensign LM",10.1371/journal.ppat.1008236,https://ncbi.nlm.nih.gov/pubmed/31971984,PLoS Pathog,31971984,"Hoang T, et al. The cervicovaginal mucus barrier to HIV-1 is diminished in bacterial vaginosis. The cervicovaginal mucus barrier to HIV-1 is diminished in bacterial vaginosis. 2020; 16:e1008236. doi: 10.1371/journal.ppat.1008236",N/A,2020
"Bacterial Baptism: Scientific, Medical, and Regulatory Issues Raised by Vaginal Seeding of C-Section-Born Babies.","Mueller NT, Hourigan SK, Hoffmann DE, Levy L, von Rosenvinge EC, Chou B, Dominguez-Bello MG",10.1177/1073110519897732,https://ncbi.nlm.nih.gov/pubmed/31957590,J Law Med Ethics,31957590,"Mueller NT, et al. Bacterial Baptism: Scientific, Medical, and Regulatory Issues Raised by Vaginal Seeding of C-Section-Born Babies. Bacterial Baptism: Scientific, Medical, and Regulatory Issues Raised by Vaginal Seeding of C-Section-Born Babies. 2019; 47:568-578. doi: 10.1177/1073110519897732",N/A,2019
Introduction: The Promise and Challenges of Microbiome-Based Therapies.,Hoffmann DE,10.1177/1073110519897725,https://ncbi.nlm.nih.gov/pubmed/31957585,J Law Med Ethics,31957585,Hoffmann DE. Introduction: The Promise and Challenges of Microbiome-Based Therapies. Introduction: The Promise and Challenges of Microbiome-Based Therapies. 2019; 47:476-481. doi: 10.1177/1073110519897725,N/A,2019
Vaginal Microbiota Transplantation: The Next Frontier.,"DeLong K, Zulfiqar F, Hoffmann DE, Tarzian AJ, Ensign LM",10.1177/1073110519897731,https://ncbi.nlm.nih.gov/pubmed/31957577,J Law Med Ethics,31957577,"DeLong K, et al. Vaginal Microbiota Transplantation: The Next Frontier. Vaginal Microbiota Transplantation: The Next Frontier. 2019; 47:555-567. doi: 10.1177/1073110519897731",N/A,2019
Vaginal bacterial profiles of aerobic vaginitis: a case-control study.,"Wang C, Fan A, Li H, Yan Y, Qi W, Wang Y, Han C, Xue F",10.1016/j.diagmicrobio.2019.114981,https://ncbi.nlm.nih.gov/pubmed/31955954,Diagn Microbiol Infect Dis,31955954,"Wang C, et al. Vaginal bacterial profiles of aerobic vaginitis: a case-control study. Vaginal bacterial profiles of aerobic vaginitis: a case-control study. 2020; 96:114981. doi: 10.1016/j.diagmicrobio.2019.114981",N/A,2020
[Preparation of a New Type of Silk Birth-canal Microecology Transporter].,"Cao Y, Li QY, Han P, Zhao Y",10.12182/20200160602,https://ncbi.nlm.nih.gov/pubmed/31950791,Sichuan Da Xue Xue Bao Yi Xue Ban,31950791,"Cao Y, et al. [Preparation of a New Type of Silk Birth-canal Microecology Transporter]. [Preparation of a New Type of Silk Birth-canal Microecology Transporter]. 2020; 51:60-66. doi: 10.12182/20200160602",N/A,2020
Fertility factors affect the vaginal microbiome in women of reproductive age.,"Xu J, Bian G, Zheng M, Lu G, Chan WY, Li W, Yang K, Chen ZJ, Du Y",10.1111/aji.13220,https://ncbi.nlm.nih.gov/pubmed/31925865,Am J Reprod Immunol,31925865,"Xu J, et al. Fertility factors affect the vaginal microbiome in women of reproductive age. Fertility factors affect the vaginal microbiome in women of reproductive age. 2020; 83:e13220. doi: 10.1111/aji.13220",N/A,2020
